Code,Name,Country,Exchange,Currency,Type,Isin
URBN,Urban Jakarta Propertindo Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000147200
UVCR,Trimegah Karya Pratama Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000161904
VAST,Vastland Indonesia,Indonesia,JK,IDR,Common Stock,
VERN,PT Verona Indah Pictures Tbk,Indonesia,JK,IDR,Common Stock,
VICI,Victoria Care Indonesia Tbk Pt,Indonesia,JK,IDR,Common Stock,ID1000158207
VICO,Victoria Investama Tbk,Indonesia,JK,IDR,Common Stock,ID1000128002
VINS,Victoria Insurance Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000135601
VISI,PT Satu Visi Putra Tbk,Indonesia,JK,IDR,Common Stock,ID1000203409
VIVA,Visi Media Asia Tbk,Indonesia,JK,IDR,Common Stock,ID1000121304
VKTR,PT VKTR Teknologi Mobilitas,Indonesia,JK,IDR,Common Stock,
VOKS,Voksel Electric Tbk,Indonesia,JK,IDR,Common Stock,ID1000083900
VRNA,Verena Multi Finance Tbk,Indonesia,JK,IDR,Common Stock,ID1000111008
VTNY,Venteny Fortuna International,Indonesia,JK,IDR,Common Stock,ID1000179500
WAPO,Wahana Pronatural,Indonesia,JK,IDR,Common Stock,ID1000070204
WEGE,Wijaya Karya Bangunan Gedung Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000141104
WEHA,Weha Transportasi Indonesia TBK,Indonesia,JK,IDR,Common Stock,ID1000105901
WGSH,Wira Global Solusi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000164502
WICO,Wicaksana Overseas International,Indonesia,JK,IDR,Common Stock,ID1000066301
WIDI,PT Widiant Jaya Krenindo Tbk,Indonesia,JK,IDR,Common Stock,
WIFI,Solusi Sinergi Digital Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000158504
WIIM,Wismilak Inti Makmur Tbk,Indonesia,JK,IDR,Common Stock,ID1000126006
WIKA,Wijaya Karya Beton PT,Indonesia,JK,IDR,Common Stock,ID1000107600
WINE,PT Hatten Bali Tbk,Indonesia,JK,IDR,Common Stock,
WINR,PT Winner Nusantara Jaya Tbk,Indonesia,JK,IDR,Common Stock,ID1000167505
WINS,Wintermar Offshore Marine Tbk,Indonesia,JK,IDR,Common Stock,ID1000117500
WIRG,Wir Asia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000166804
WMPP,Widodo Makmur Perkasa PT,Indonesia,JK,IDR,Common Stock,ID1000164809
WMUU,Widodo Makmur Unggas Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000159106
WOMF,Wahana Ottomitra Multiartha,Indonesia,JK,IDR,Common Stock,ID1000100209
WOOD,Integra Indocabinet Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000139504
WOWS,Ginting Jaya Energi,Indonesia,JK,IDR,Common Stock,ID1000152002
WSBP,Waskita Beton Precast Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000137706
WSKT,Waskita Karya Persero Tbk,Indonesia,JK,IDR,Common Stock,ID1000126105
WTON,Wijaya Karya Beton,Indonesia,JK,IDR,Common Stock,ID1000131105
XCID,Ciptadana Asset Management REIT,Indonesia,JK,IDR,Common Stock,IDX000000105
XCIS,DIRE CIPTADANA PROPERTI PERHOTELAN PADJAJARAN,Indonesia,JK,IDR,Common Stock,
YELO,Yelooo Integra Datanet Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000146400
YOII,Asuransi Digital Bersama Tbk,Indonesia,JK,IDR,Common Stock,
YPAS,Yanaprima Hastapersada Tbk,Indonesia,JK,IDR,Common Stock,ID1000109804
YULE,Yulie Sekurindo Tbk,Indonesia,JK,IDR,Common Stock,ID1000100100
YUPI,Yupi Indo Jelly Gum PT Tbk,Indonesia,JK,IDR,Common Stock,
ZATA,Bersama Zatta Jaya,Indonesia,JK,IDR,Common Stock,
ZBRA,Dosni Roha Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000055502
ZINC,Kapuas Prima Coal Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000140809
ZONE,Mega Perintis Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000147408
ZYRX,Zyrexindo Mandiri Buana PT Tbk,Indonesia,JK,IDR,Common Stock,ID1000159908
