???????????????????????????????????????????????????,,,,,,?????? ? ?????? 23 ?.?. 2569,,,
??????????,??????,????,???????????????,??????????,???????,????????????,????????,??????,????????
SONIC,?????? ????? ???????????? ????? (?????),mai,??????,-,79/349-350 ???? 1-2 ??????????????? ????????????? ?????????? ?????????????,10120,0-2213-2999,0-2213-2533,www.sonic.co.th
SORKON,?????? ?. ????????????? ????? (?????),SET,???????????????????????,???????????????????,259/13 ???????? ??????? 13 ??????????? 71 (????? ???????) ???????????????? ???????? ?????????????,10110,0-2391-1010,0-2391-1792,http://www.sorkon.co.th
SPA,?????? ??????????????? ????? (?????),SET,??????,?????????????????????????,"?????? 565,567 ????? ??.??.???? ???? 22 ?????????? ????????????????? ?????????? ????????? ?????????????",10400,0-2641-6619-20,0-2641-6621,http://www.siamwellnessgroup.com
SPACK,?????? ???. ???? ????? ??????? ????? (?????),SET,????????????????,??????????,119 ???? 1 ???????????? ??????????? ???????????? ?????,90110,0-7426-0602-9,"0-7426-0600-1,0-7444-7128",www.spack.co.th
SPALI,?????? ??????? ????? (?????),SET,??????????????????????????,????????????????????,?????????????????????????? 1011 ????????? 3 ????????????? ?????????? ?????????????,10120,0-2725-8888,0-2683-2177,http://www.supalai.com
SPC,?????? ??????????? ????? (?????),SET,??????,???????,2156 ?????????????????? ??????????? ??????????? ?????????????,10310,0-2318-0062,0-2319-1678,www.sahapat.co.th
SPCG,?????? ????????? ????? (?????),SET,????????,?????????????????????,?????? 1 ????????????? ?????? ???? ???? 10 ????????????? ???????????????? ???????? ?????????????,10110,0-2011-8100-10,0-2011-8112,www.spcg.co.th
SPG,?????? ?????????????? ????? (?????),SET,????????????????,???????,488 ???????????? ???????????????? ???????? ?????????????,10300,0-2280-0202-17,0-2280-6305,http://www.siampangroup.com
SPI,?????? ?????????????????????? ????? (?????),SET,??????,???????,?????? 989 ????????? 3 ????????????? ?????????? ?????????????,10120,0-2294-9999,-,www.spi.co.th
SPRC,?????? ????? ?????????? ?????????? ????? (?????),SET,????????,?????????????????????,?????? 1 ????? - ????? ???????????? ??????????????? ?????,21150,0-3869-9000,0-3869-9999,www.sprc.co.th
SPREME,?????? ?????? ???????????? ????? (?????),SET,?????????,??????????????????????????????,?????? 2/1 ?????????????????? 5 ?????????????????? ??????????? ????????? ?????????????,10230,0-2943-8182,0-2943-8191,www.supreme.co.th
SPRIME,???????????????????????????????????????????????? ??? ????? ????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 123 ????????????????? ?? ???? 37 ???????????????? ????????? ?????????? ?????????????,10900,"0-2617-6465,0-2050-5555-259",-,-
SPTX,?????? ??????? ????? ????? (?????),mai,??????,-,944 ??????????????????????? ??????? 28 ?????????? 2807-2810 ????????? 4 ??????????? ?????????? ?????????????,10330,0-2273-8351,0-2273-8359,www.newsnetwork.co.th
SPVI,?????? ??? ?? ?? ?? ????? (?????),mai,?????????,-,"?????? 2 ?????????????????? ???? 1 ??? A, 3 ??? A, ??? B ???????????? 2 ?????????????? ??????????? ????????? ?????????????",10250,0-2559-2901-10,0-2559-2488,http://www.spvi.co.th
SQ,?????? ??????????????? ????? (?????),SET,??????????????????????????,?????????????????????,?????? 47/10 ??????????? 4 ???????????????? ?????????? ?????????? ?????????????,10900,0-2941-0888,0-2941-0881,www.sahakol.com
SR,?????? ??????? ????? (?????),mai,????????,-,289/9 ?.10 ?.???????????? ????????? ?????????????? ???????????,10130,0-2743-5010-25,0-2743-5007-8,www.siamrajplc.com
SRICHA,?????? ??????????????????? ????? (?????),SET,??????????????????????????,?????????????????????,?????? 97 ??????? 3 ????????????? ???????????? ??????,20110,0-3831-7555,0-3831-7577,www.sricha.com
SRIPANWA,??????????????????????????????????????????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 2922/198 ?????????????????????? 2 ???? 10 ?????????????????? ??????????? ??????????? ?????????????,10310,0-2308-2022,0-2308-2022,www.cireit.com
SRS,?????? ????????? ????? (?????),mai,?????????,-,89 ??????????? ???????? ????????? ???? 15 ????????????? ?????????? ????????? ?????????????,10400,"0-2006-5397,0-2006-3098",-,https://www.sirisoft.co.th/
SSF,?????? ??????????? ????? (?????),SET,???????????????????????,???????????????????,247 ???? 1 ???????????? ????????????? ?????????? ???????????,10270,0-2385-3038-54,"0-2385-3176, 0-2385-3179",www.surapon.com
SSP,?????? ?????????? ???????? ???????????? ????? (?????),SET,????????,?????????????????????,325/14 ??????????? ???????????????? ???????? ?????????????,10300,0-2628-0991-2,0-2628-0993,www.sermsang.com
SSPF,???????????????????????????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,898 ????????????????????? ???? 1 - 2 ????? ??????? 12 ??????????? ??????????? ?????????? ?????????????,10330,0-2657-5757,-,-
SSSC,?????? ???????????????????? ????? (?????),SET,????????????????,????? ??? ?????????????,51/3 ???? 2 ?????????????????? ??????????????? ?????????????? ???????????,10130,"0-2385-9251-2, 0-2385-9258-66, 0-2754-5845-9","0-2385-9241, 0-2385-9253",http://www.ssscth.com
SST,?????? ???????????? ????? (?????),SET,???????????????????????,???????????????????,?????? 206 ??????????? ???? 4 ??????????? 20 ??????????? ?????????? ?????????????,10250,0-2318-5514-5,-,http://www.subsrithai.co.th
SSTRT,????????????????????????????????????????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 206 ??????????? ???? 4 ??????????? 20 ??????????? ?????????? ?????????????,10250,0-2318-5514-5,-,www.sstrm.co.th
STA,?????? ????????????????????? ????? (?????),SET,???????????????????????,??????????????,10 ??? 10 ??????????? ??????????? ???????????? ?????,90110,0-7434-4663,"0-7434-4676, 0-7434-4677, 0-7423-7423",www.sritranggroup.com
STANLY,?????? ??????????????????? ????? (?????),SET,????????????????,???????,29/3 ???? 1 ?????????-?????? ???????????? ?????????? ????????,12000,0-2581-5462,0-2581-5397,www.thaistanley.com
STARM,?????? ????? ?????? ????? (?????),SET,?????????????,????????????????????,?????? 204/1-8 ??????????? ????????????? ????????? ?????,21110,06-1393-9988,-,www.starmoney.co.th
STC,?????? ??????? ??????????????? ????? (?????),mai,??????????????????????????,-,220/26 ??????? 6 ??????????? ??????????? ????????????? ??????,20150,0-3842-3115-6,0-3842-6519,http://www.stc.co.th/
STECH,?????? ????????????????? ????? (?????),SET,??????????????????????????,?????????????,50 ????????????? 47 ??? 20 (?????? 2/18) ????????????? ??????????????? ?????????? ?????????????,10210,0-2589-3888,0-2589-8911,www.stec.co.th
STECON,?????? ?????? ????? ????? (?????),SET,??????????????????????????,?????????????????????,32/59-32/60 ?????????-??? ???????? ??????? 29 - 30 ??????????? 21 (???????) ???????????????? ???????? ?????????????,10110,0-2260-1321,-,https://www.stecongroup.co.th
STELLA,?????? ??????? ?????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 2922/209 ?????????????????????? 2 ???? 13 (12 ??) ?????????????????? ??????????? ??????????? ?????????????,10310,0-2030-1399,-,www.nusasiri.com
STGT,?????? ????????????? (?????????) ????? (?????),SET,??????????????????,????????????????????????,?????? 110 ???????????? ???????? ???????????? ?????,90230,0-2207-4500,0-2108-2241-44,www.sritranggloves.com
STI,?????? ?????????? ???????? ????? (?????),SET,??????????????????????????,?????????????????????,163 ????????????????? (????? 19) ?????????? ????????? ?????????????,10400,0-2690-7462,0-2690-7463,www.sti.co.th
STOWER,?????? ???? ???????? ????? (?????),mai,????????,-,?????? 247 ??????????? ?????????? ?????????? ?????????????,10510,0-2543-9020-8,0-2543-9029,www.skytower.co.th
STP,?????? ?????????????????????????? ????? (?????),mai,????????????????,-,200/1 ??????????????? 42 ????????????? ?????????? ?????????????,10700,0-2423-0051-2,0-2424-7027,http://sahathaiprinting.com
STPI,?????? ??????? ????? ?? ????? (?????),SET,??????????????????????????,?????????????????????,32/24 ?????????-??? ???????? ???? 3 ?.???????? 21 (????) ???????????????? ???????? ?????????????,10110,0-2260 -1181,0-2260 -1182,www.stpi.co.th
STX,?????? ??????? ????? (?????),mai,??????????????????????????,-,29 ??????????? ???????? ????????? ???? 14 ??????????? 63 ???????????????? ???????? ?????????????,10110,0-2391-9301,0-2391-9302,https://www.stoneone.co.th
SUC,?????? ?????????? ????? (?????),SET,??????????????????,??????,1828 ??????????? ?????????????? ?????????? ?????????????,10260,0-2311-5111-9,0-2311-6867,www.sahaunion.co.th
SUN,?????? ??????? ????? (?????),SET,???????????????????????,???????????????????,9 ??????? 1 ????????????? ?????????????? ?????????,50120,0-5310-6538-40,0-5310-6541,www.sunsweetthai.com
SUPER,?????? ???????? ?????????? ????????????? ????? (?????),SET,????????,?????????????????????,223/61 ???????????? ?????????? ??????? ???? 14 ??????????? ???????????? ???????? ?????????????,10260,0-2361-5599,0-2361-5036,www.supercorp.co.th
SUPEREIF,????????????????????????????????? ???????? ??????????,SET,????????,?????????????????????,175 ?????????????????????? ???? 7 ???? 21 ??????? 26 ?????????? ?????????????? ??????? ?????????????,10120,0-2674-6488,0-2679-5996,http://www.supereif.com
SUSCO,?????? ?????? ????? (?????),SET,????????,?????????????????????,139 ?????????????? ???????????? ?????????????? ?????????????,10140,0-2428-0029,"0-2427-6270, 0-2427-6460",www.susco.co.th
SUTHA,?????? ?????????? ????? (?????),SET,????????????????,?????????????????????,89 ?????????? ?????? ????? ???? 6 ???????? ???????????? ???????????? ????????????? ???????,11120,0-2017-7461-3,0-2017-7460,www.goldenlime.co.th
SVI,?????? ??????? ????? (?????),SET,?????????,??????????????????????,?????? 141-142 ??????? 5 ??????????? ??????????? ?????????? ????????,12000,0-2105-0456,0-2105-0466,www.svi.co.th
SVOA,?????? ????????? ????? (?????),SET,?????????,??????????????????????????????,?????? 1023 ????????? ??? ???????????? ???? 31 ????????? 3 ????????????? ?????????? ?????????????,10120,0-2686-3000,0-2682-6300,www.svoa.co.th
SVR,?????? ???????? ??????????? ????? (?????),mai,??????????????????????????,-,?????? 662/45 ????????? 3 ????????????? ?????????? ?????????????,10120,02-295-3361,-,www.sivarom.co.th
SVT,?????? ?????????? ????????? ????? (?????),SET,??????,???????,?????? 34 ??????????????? ??????????? ?????????? ?????????????,10240,0-2295-4284,0-2683-6548,www.sunvending.co.th
SWC,?????? ????????? ???????????? (?????????) ????? (?????),mai,????????????????,-,?????? 1252 ???????? ???????? 2 ????? 1 ??????? 2 ??????????? ??????????? ?????????? ?????????????,10250,0-2320-2288,0-2320-2670,www.sherwood.co.th
SYMC,?????? ???????? ????????????? ????? (?????),SET,?????????,??????????????????????????????,123 ???????????? ??????? ???? 35-36 ???????????????? ????????? ?????????? ?????????????,10900,0-2101-1111,0-2101-1133,www.symphony.net.th
SYNEX,?????? ??????? (?????????) ????? (?????),SET,?????????,??????????????????????????????,?????? 433 ??????????????? ???????????? ??????????? ?????????????,10230,0-2553-8888,0-2578-8181,http://www.synnex.co.th
SYNTEC,?????? ??????? ???????????? ????? (?????),SET,??????????????????????????,?????????????????????,555/7-11 ??????????? 63 (??????) ??????????? 63 ???????????????? ???????? ?????????????,10110,0-2381-6333,0-2711-5183,www.synteccon.com
TACC,?????? ??.??.??. ?????????? ????? (?????),mai,???????????????????????,-,9/231-233 ??????????????????? ???? 23 ??????????? ??????????? ?????????? ?????????????,10250,0-2717-2898,0-2717-2899,www.tacconsumer.com
TAE,?????? ??? ????? ???????????? ????? (?????),SET,????????,?????????????????????,888/114 ????????????????? ???? 11 ??????????? ??????????? ?????????? ?????????????,10330,0-2627-3890-4,0-2627-3889,www.thaiagroenergy.com
TAKUNI,?????? ?????? ????? ????? (?????),mai,????????,-,?????? 46/7 ??????????????????? A ???? 12 ????????????? ???????????? ??????????? ?????????????,10310,0-2455-2888,0-2455-2763,www.takunigroup.com
TAN,?????? ?????? ????? ???????????? ????? (?????),SET,??????,???????,999/9 ??????? ????????? ??? ?????????????? ?????????? ???????????? 2807 ??? ???????????? 2812 ???? 28 ????????? 1 ??????????? ?????????? ?????????????,10330,0-2264-5081,-,www.tanachira.co.th
TAPAC,?????? ??????? ????? (?????),mai,??????????????????????????,-,789/40 ???? 1 ??????????? ???????????? ??????,20230,0-3829-6339-41,0-3829-6342,www.tapaco.com
TASCO,?????? ?????????????? ????? (?????),SET,??????????????????????????,?????????????,118/1 ????????? 6 ????????? ???????? ?????????????,10400,0-2273-6000,0-2273-6030,http://www.tipcoasphalt.com
TATG,?????? ??? ???? ????? ????? ??? ????? (?????),mai,????????????????,-,"45/6, 45/9 ???? 11 ????????????? ???????????????? ????????",12140,0-2598-3876-9,-,www.thaiautotools.co.th
TBN,?????? ???????? ???????????? ????? (?????),mai,?????????,-,54 ????? ??.??.??????? ???? 1501 - 1502 ???? 15 ??????????? 21 (????) ???????????????? ???????? ?????????????,10110,0-2258-5841,0-2258-5842,www.tbn.co.th
TC,?????? ??????????????? (?????????) ????? (?????),SET,???????????????????????,???????????????????,1/1 ???? 2 ???????????? ???????????? ???????????? ?????,90110,0-7427-3600,0-7427-3691-4,www.tropical.co.th
TCAP,?????? ???????? ????? (?????),SET,?????????????,??????,444 ????????????? ???????? ???? 16-17 ???????? ??????????? ?????????? ?????????????,10330,"0-2217-8000, 0-2217-8199, 0-2217-8444",0-2217-8312,www.thanachart.co.th
TCC,?????? ??? ???????? ???????????? ????? (?????),SET,????????,?????????????????????,87/2 ????????????????????? ???? 45 ??????????????? ???????? ??????????? ?????????? ?????????????,10330,0-2685-3600,0-2685-3607,www.thaicapital.co.th
TCJ,?????? ??.??.??.?????? ????? (?????),SET,????????????????,?????????????????????????????,3/4 ???? 9 ????????- ???? ?? 18 ??????????? ??????????? ???????????,10540,0-2312-6699,0-2312-6711,www.tcjasia.com
TCMC,?????? ???????? ???????????? ????? (?????),SET,??????????????????,????????????????????????????,?????? 2054 ?????????????????? ??????????? ??????????? ?????????????,10310,0-2318-3960-2,0-2318-3962,www.tcm-corporation.com
TCOAT,?????? ????????????????????????????? ????? (?????),SET,????????????????,??????????,99/9 ???? 8 ?????? 304 ???????????? ??????????????? ??????????,25140,0-2464-3260-6,0-2463-5845,-
TEAM,?????? ???????????? ????? (?????),SET,?????????,??????????????????????,198 ???? 13 ??????????? ?????????????? ?????????? ??????????,25000,0-3740-3336-40,0-3740-3345,www.teampcba.com
TEAMG,?????? ??? ?????????? ????????????? ????? ?????????? ????? (?????),SET,??????????????????????????,?????????????????????,151 ???????????? ????????????? ?????????? ?????????????,10230,0-2509-9000,0-2509-9090,www.teamgroup.co.th
TEGH,?????? ???????????? ????? ????????? ????? (?????),SET,???????????????????????,??????????????,?????? 171 ??????? 2 ?????????-???? ????????? ????????????? ??????,20190,0-3816-8555,0-3816-8560,www.thaieasterngroup.com
TEKA,?????? ???????????? ????? (?????),SET,??????????????????????????,?????????????????????,28 ????????????? 6 ?????????? ????????????????? ???????,11000,0-2965-9995,-,https://www.tekacon.com
TERA,?????? ??????????? ???? ????? (?????),mai,?????????,-,?????? 230 ??????? ??? ???????? ???? 12 ????????????? ???????????? ??????????? ?????????????,10310,0-2692-8731 Ext. 4,0-2692-8738,https://www.terabyteplus.com
TFFIF,????????????????????????????????????????????,SET,??????,??????????????????,?????? 1 ????????????????????? ???? 32 ?????????? ??????????? ??????? ?????????????,10120,0-2686-6100,0-2670-0430,www.tffif.com
TFG,?????? ????????? ????? ????? (?????),SET,???????????????????????,???????????????????,?????? 1010 ???????????????????? 3 ???? 12 ???????????????? ??????????? ?????????? ?????????????,10900,0-2513-8989,0-2513-9060,www.tfg.co.th
TFI,?????? ?????????????????????????? ????? (?????),SET,????????????????,??????????,73/3 ???? 4 ????????-???? ?.?.13 ??????????? ??????????? ???????????,10540,"0-2316-9558 , 0-2750-1350-67","0-2316-9687,0-2316-6225",http://www.thaifutureinc.com
TFM,?????? ??????????? ???????? ????? (?????),SET,???????????????????????,??????????????,?????? 89/1 ??????? 2 ????????? 2 ????????? ?????????? ?????????,74000,0-3441-7222,0-3441-7255,www.thaiunionfeedmill.com
TFMAMA,?????? ?????????????????? ????? (?????),SET,???????????????????????,???????????????????,304 ?????????????? ??????????? ?????????? ?????????????,10240,0-2374-4730,0-2374-7743,http://www.mama.co.th
TGE,?????? ?????? ???? ???????????? ????? (?????),SET,????????,?????????????????????,159 ??????? 3 ?????????? ??????????? ????????????,84150,0-7727-7790,0-7727-7711,https://www.tge.co.th
TGH,?????? ???????? ????????? ????? (?????),SET,?????????????,???????????????????????,?????? 315 ????????????? ??????? 12 ??????? ???????? ????????? ?????????????,10500,0-2632-1224,-,https://www.tgh.co.th
TGPRO,?????? ???-??????? ???????? ????? (?????),SET,????????????????,????? ??? ?????????????,99 ???????????-??????? ???????????? ?????????? ?????,21150,0-3860-6061-5,0-3860-6066,www.tgpro.co.th
TH,?????? ?????? ??????? ????? (?????),SET,?????????????,????????????????????,877-881 ???????????? ???????????? ?????????????? ?????????????,10100,0-2236-9171-6,0-2238-5286,www.thaizhonghua.com
THAI,?????? ????????? ????? (?????),SET,??????,??????????????????,89 ???????????????? ????????? ?????????? ?????????????,10900,0-2356-1111,0-2513-0203,http://www.thaiairways.com
THANA,?????? ??????? ????? ????? (?????),mai,??????????????????????????,-,"650, 652 ????????????? ???????????? ?????????? ?????????????",10700,0-2886-4888,0-2886-4878,http://www.thanasiri.com
THANI,?????? ?????????????? ????? (?????),SET,?????????????,????????????????????,"???????????????????? ???? 11 UP, 77/35-36 ????????????? ?????????????? ?????????? ?????????????",10600,0-2431-9000,-,www.ratchthani.com
THCOM,?????? ????? ????? (?????),SET,?????????,??????????????????????????????,87/1 ????????????? ???????? ???? 23 ???????? ??????????? ?????????? ?????????????,10330,0-2591-0736-49,"0-2591-0705, 0-2299-5252",www.thaicom.net
THE,?????? ???? ???? ????? (?????),SET,????????????????,????? ??? ?????????????,1401 ????????? ????????????? ????????? ?????????????,10150,0-2894-8889-90,0-2408-0272-4,www.thesteel.co.th
THG,?????? ?????? ????????? ????? ????? (?????),SET,??????,????????,34/1 ?????????? 44 ???????????? ?????????? ?????????????,10700,0-2487-2000,0-2159-0336,http://www.thg.co.th/
THIP,?????? ?????????????????? ????? (?????),SET,????????????????,??????????,123 ???????????????? ?????????? ?????????????,10900,0-2273-8333,0-2617-6868-70,www.thantawan.com
THMUI,?????? ??????? ???????????? ????? (?????),mai,??????,-,759 ???????????? ???????????? ?????????????? ?????????????,10100,0-2235-2940-9,"0-2236-8336, 0-2639-4022",www.thaimui.co.th
THRE,?????? ?????????????????? ????? (?????),SET,?????????????,???????????????????????,100/3-4 ???????????? ???????? ??????? 3-4 ???????????? ???????? ????????? ?????????????,10500,"0-2660-6111, 0-2666-8088","0-2660-6100, 0-2666-8080",www.thaire.co.th
THREL,?????? ???????????????? ????? (?????),SET,?????????????,???????????????????????,?????? 92/7 ????????????? 2 ??????? 6 ???????????? ???????? ????????? ?????????????,10500,0-2666-9000,0-2277-6227,www.thairelife.co.th
TIDLOR,?????? ?????? ????????? ????? (?????),SET,?????????????,????????????????????,428 ??????????? ????? ???? 15 ??????????? ???????????? ???????? ?????????????,10400,08-8088-0880,-,-
TIF1,??????????????????????????????????????? 1,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,"?????? 989 ????????????????????????? ???? 9, 24 ????????? 1 ?????????? ?????????????",10330,0-2659-8888,0-2659-8860-1,-
TIGER,?????? ??? ???????? ??????? ????? (?????),mai,??????????????????????????,-,88 ??????? 4 ???????????? ???????????? ???????,11130,0-2886-7608,0-2886-7609,www.thaienger.com
TIPCO,?????? ??????????? ????? (?????),SET,???????????????????????,???????????????????,118/1 ????????? 6 ????????? ???????? ?????????????,10400,0-273-6200,"0-2271-4304,0-2271-1600",http://www.tipco.net
TIPH,?????? ???? ????? ????????? ????? (?????),SET,?????????????,???????????????????????,?????? 1115 ????????? 3 ????????????? ?????????? ?????????????,10120,0-2239-2200,0-2239-2049,www.dhipayagroup.co.th
TISCO,?????? ????????????????????? ????? (?????),SET,?????????????,??????,48/49 ??????????????????? ???? 21 ???????????? ???????? ????????? ?????????????,10500,0-2633-6888,0-2633-6880,http://www.tisco.co.th
TITLE,?????? ???????? ????????????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 444 - 444/1 ????????????? ???????????? ??????????? ?????????????,10310,0-2103-6444,0-2103-2444,www.thetitleresidence.com
TK,?????? ?????? ????? (?????),SET,?????????????,????????????????????,69 ??????????? ??????????? ?????????? ?????????????,10240,0-2310-7000,0-2318-3339,www.tk.co.th
TKC,?????? ?????????? ????????????? ???????? ????? (?????),SET,?????????,??????????????????????????????,44/44 ???????????????? 60 ??? 18-1-2 ?????????????? ?????????? ?????????????,10210,0-2401-8222,0-2940-9868,www.tkc-services.com
TKN,?????? ??????????? ????????????????????? ????? (?????),SET,???????????????????????,???????????????????,?????? 337 ????????????? ?????????? ????????????? ???????,11120,0-2984-0666,0-2984-0118,www.taokaenoi.co.th
TKS,?????? ??.??.???. ????????? ????? (?????),SET,??????,????????????????,30/88 ???? 1 ???????????? ?????????? ?????????? ?????????,74000,0-2784-5888 (50 Lines),"0-2784-5858, 0-2784-5860",http://www.tks.co.th
TKT,?????? ??.????????????????? ????? (?????),SET,????????????????,???????,23 ????????? 43 ??? 21 ?????????????? ??????? ?????????????,10120,"0-2211-2762, 0-2211-3732, 0-2212-4719",0-2212-4864,www.tkrungthai.com
TL,?????? ?????? ?????????? ????? (?????),SET,???????????????????????,??????????????,1319 ?????????? ???????? ??????? 26 ??????????? ???????????????? ???????? ?????????????,10110,0-2392-9750,-,https://www.techleadnpn.co.th/
TLHPF,???????????????????????? ???????? ????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,"?????? 989 ????????????????????????? ???? 9, 24 ????????? 1 ?????????? ?????????????",10330,0-2659-8888,0-2659-8860-1,www.one-asset.com
TLI,?????? ?????????????? ????? (?????),SET,?????????????,???????????????????????,?????? 123 ??????????????????? ????????????? ?????????? ????????? ?????????????,10400,0-2247-0247,0-2246-9946,http://www.thailife.com
TM,?????? ???????????? ????? (?????),mai,??????????????????,-,?????? 29 ??????????? 92 ??????????? ????????????? ?????????????,10310,"0-2933-6112, 0-2933-6119",0-2933-9763,www.technomedical.co.th
TMAN,?????? ??.??? ????????????? ????? (?????),SET,??????????????????,????????????????????????,69/1 ?????????????? 14 ?????????????? ????????? ?????????????? ?????????????,10150,0-2415-1007,0-2416-1241,www.tmanpharmaceutical.com
TMC,?????? ??.????.??. ?????????? ????? (?????),mai,????????????????,-,125/10 ????5 ?.??????? ?.????? ??????,20000,0-3827-1933,0-3827-1931,www.tmc.co.th
TMD,?????? ???????????????????? ????? (?????),SET,????????????????,??????????,"????????????? ?????? ?????????? ???? 35, 193/142 ????????????? ??????????? ?????????? ?????????????",10110,0-2264-0817-9,0-2264-0820,www.thaimetaldrum.com
TMI,?????? ???????? ?????????? ????? (?????),mai,????????????????,-,46/67 - 69 ??????????????? ??????? 3 ?????????????????????????? ????????????? ?????????? ?????????,74000,0-3485-4629,0-3485-4630,www.thaiballast.com
TMILL,?????? ?? ??? ????????? ????? (?????),mai,???????????????????????,-,90/9 ???? 1 ?.??????????????? ?.????????? ?.????????? ???????????,10130,0-2017-9999,"0-2017-9999 Ext.111,0-2017-9999 Ext. 222",www.tmill.co.th
TMT,?????? ???????? ???? ????? (?????),SET,????????????????,????? ??? ?????????????,"???????????????????????? ???? 22, 179 ?????????? ?????????????? ??????? ?????????????",10120,0-2685-4000,0-2670-9090-2,www.tmtsteel.co.th
TMW,?????? ?????????? ????? (?????),mai,????????????????,-,31 ??????? 2 ?????????????? ?????????? ????????,12000,"0-2581-5558-60, 0-2581-2157-61","0-2581-6160, 0-2581-3796",http://www.thaimitsuwa.com
TNDT,?????? ??? ???? ?? ?? ????? (?????),mai,??????,-,19 ???????? 8 ??????????? ??????????? ?????????? ?????????????,10240,0-2735-0801,0-2735-1941,www.tndt.co.th
TNH,?????? ???????????????????? ????? (?????),mai,??????,-,?????? 345 ?????????? ?????????????? ???????? ?????????????,10260,"0-2340-6488, 0-2340-6499, 0-2340-7777",0-2340-6431,www.thainakarin.co.th
TNITY,?????? ???????? ????? ????? (?????),SET,?????????????,????????????????????,?????? 1 ?????????? ???? ??????? 22 ??????????? ???????? ????????? ?????????????,10500,0-2088-9100,0-2088-9399,www.trinitythai.com
TNL,?????? ????????? ????? (?????),SET,?????????????,????????????????????,989 ?????????????? ???????? ??????? 33 ????????? 3 ????????????? ?????????? ?????????????,10120,0-2080-0649,-,www.tnl.co.th
TNP,?????? ???????? ????? (?????),mai,??????,-,?????? 329 ???? 8 ??????????? ?????????????????? ????????,57100,0-5377-6144,-,www.thanapiriya.co.th
TNPC,?????? ??????????????? ????? (?????),SET,????????????????,???????,40 ???? 7 ??????????? ??.23 ???????????? ??????????????? ?????????,74130,"0-2810-3000, 0-2420-9968-74","0-2810-3933, 0-2420-1827, 0-2420-9967",www.thainam.com
TNPF,???????????????????????????????????????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,44 ??????????????? ??? ???? 16 ?????????? ??????????? ?????????? ?????????????,10330,0-2686-9500,0-2657-3167,www.cimb-principal.co.th
TNR,?????? ??????????????????????????? ????? (?????),SET,??????????????????,????????????????????????,?????? 1 ?????????????? ?????????????? ??????? ?????????????,10120,0-2210-8888,0-2210-8821,www.tnrcondom.com
TOA,?????? ?????? ?????? (?????????) ????? (?????),SET,??????????????????????????,?????????????,31/2 ???? 3 ????????-???? ???????????? ????????????? ???????????,10570,0-2335-5555,0-2312-8919,www.toagroup.com
TOG,?????? ??????????? ????? ????? (?????),SET,??????????????????,????????????????????????,15/5 ???? 6 ????????????-?????????? ????????? ?????????????? ???????,11110,0-2194-1145-50,-,http://www.thaiopticalgroup.com
TOP,?????? ???????? ????? (?????),SET,????????,?????????????????????,?????? 555/1 ???????????????? ?????????? ??????? ???? 11 ???????????????? ??????????? ?????????? ?????????????,10900,"0-2797-2999, 0-2299-0000",0-2797-2970,www.thaioilgroup.com
TOPP,?????? ??? ??.??.??. ????? (?????),SET,????????????????,??????????,1741 ????????? ?????????????? ??????? ?????????????,10120,"0-2678-1051-5, 0-2285-4940","0-2285-4991, 0-2285-4942",www.topp.co.th
TPA,?????? ??????????????? ????? (?????),SET,????????????????,?????????????????????,60-61 ???? 9 ?????????????? 4 ?????????????? ???????????? ??????,73220,"0-2429-2020, 0-2429-2487-8, 0-2889-8720-5","0-2429-2541, 0-2429-2534, 0-2888-5951",http://www.thaipolyacrylic.com
TPAC,?????? ??????? ???????????? ????? (?????),SET,????????????????,??????????,77 ???????????? 30 ??????????????-??????? ??????????? ?????????????? ?????????????,10150,0-2897-2250-1,0-2897-2426,www.thaiplaspac.com
TPBI,?????? ???????? ????? (?????),SET,????????????????,??????????,42/174 ??????? 5 ??????????????????? ??????????? ?????????? ???????????? ??????,73210,0-2429-0354-7,"0-2429-0358, 0-2812-5030",www.tpbigroup.com
TPCH,?????? ?????? ??????????????? ????? (?????),mai,????????,-,4/2 ????????????????? 29 ??? 8 ????????????????? ???????????? ??????????? ?????????????,10230,0-2943-2935-6,-,http://www.tpcpower.co.th
TPCS,?????? ????????? ????? (?????),SET,????????????????,?????????????????????????????,?????? 489 ???????????? 3 ??????????? ???????????? ?????????????,10120,0-2294-0071,-,www.tpcsplc.com
TPIPL,?????? ?????? ????? ????? (?????),SET,??????????????????????????,?????????????,26/56 ???????????????? ?????????????? ??????? ?????????????,10120,"0-2213-1039-49, 0-2285-5090-9","0-2213-1035, 0-2213-1038",http://www.tpipolene.co.th
TPIPP,?????? ?????? ????? ???????? ????? (?????),SET,????????,?????????????????????,?????? 26/56 ???????????????? ?????????????? ??????? ?????????????,10120,"0-2285-5090-9, 0-2213-1039",0-2213-1035,www.tpipolenepower.co.th
